molecule,group,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600
1,Hp,30.06540647,45.89858389,37.38279867,31.53584686,30.33171057,54.97504604,101.3890228,72.62907886,16.16327893,124.3039582,43.14270052,4.586241431,28.38672905
2,Hp,43.63138559,47.87965108,17.36250392,35.75258711,8.926283856,107.0126543,190.6733346,108.1359069,33.34069263,165.7177622,45.21874827,2.664420137,36.5417559
3,Hp,63.17224476,57.9246583,35.48984927,61.81754716,6.977382669,156.0969081,285.176773,182.6000493,81.17884546,284.5100438,74.37408833,11.30527002,50.53982597
4,Hp,57.10360874,58.16046112,22.97485588,36.69890386,14.73246959,118.2850572,212.3818711,143.0857091,42.96156253,188.8356992,58.43195747,3.524914457,44.0218139
5,Hp,46.91882182,87.49729284,74.92228901,133.9066683,-9.144580927,198.1455723,264.2171418,163.3503312,41.20680958,274.0925298,133.3449795,48.90754405,69.39420289
6,Hp,55.12757545,77.43757758,31.79038979,40.01631823,20.5631539,115.0315978,140.2381611,112.0529549,41.28063225,141.8819729,61.8772059,10.46634273,36.13580707
7,Hp,41.33561359,50.44538332,25.14736665,15.57436829,37.89545964,51.93674485,100.7939735,90.15316011,20.60737863,99.17812418,42.06517171,7.307034124,21.92850494
8,Hp,30.09558332,27.69462928,14.74943807,16.12010996,19.32367642,48.52661003,84.89964872,66.78407408,21.71197293,89.63342458,22.6571921,4.787295195,19.51965547
9,Hp,40.50293517,48.68698278,42.72371311,44.08137804,31.62803622,64.45572749,145.7437682,106.6670507,48.68772246,162.7584628,49.47303753,4.961797095,46.40452788
10,Hp,33.73308146,46.49697266,29.84534917,37.34271977,17.61290678,98.11768369,204.2916151,130.2379707,41.77881682,196.2303152,56.86671944,-1.107486714,48.65872289
11,Hp,64.69175864,99.7792208,39.24357891,29.69329123,78.81739962,149.9423802,315.2835958,225.3882016,74.28406699,286.4936821,60.29375391,0.011931123,54.91871317
12,Hp,36.14880821,44.61248667,37.61669593,40.69265307,24.67048647,68.01135956,149.6976216,100.9182891,41.80681224,149.8233271,48.32362985,2.584604119,42.82214649
13,Hp,74.68297931,95.1211607,69.53251018,64.80313867,41.43271325,116.7187991,237.6034369,157.7889622,66.55563717,202.9315214,51.45688761,5.998975595,45.05505542
14,Hp,32.50566905,36.69892908,30.09264683,29.77485478,19.62775707,68.79382114,150.845096,103.1626111,35.5299213,160.3859034,54.00500255,2.16491541,43.99382122
15,Hp,69.24933724,85.25426761,51.20724922,33.71930662,45.59192051,150.119855,317.4364916,192.3483578,59.3149102,251.3463209,62.49972816,-0.292306932,58.83534816
16,Hp,67.24327976,83.13681891,40.15329891,43.53402404,50.08275832,133.1095148,280.1192911,176.0982443,65.37347069,234.5027335,46.07869733,1.652191323,52.58218721
17,Hp,41.13052329,55.03912073,34.33969547,39.30740862,26.00968942,112.4916731,236.9715748,143.9621658,49.80636387,214.6476488,53.0993917,1.493297497,51.4085002
18,Hp,47.7722438,52.10368652,17.82276758,30.44985898,19.66541988,117.623523,235.4249011,158.6622526,29.08516184,237.6547497,63.88206482,2.736450175,46.857229
19,Hp,50.48256885,52.79851418,21.61900752,20.8353634,30.05844461,93.68464834,198.0602906,148.701224,30.43944423,215.7076715,62.35257893,5.238800205,45.26460203
20,Hp,59.72249905,56.71512349,26.02198424,37.43620568,23.72445608,101.9313267,204.1990431,126.6508165,33.90169816,193.1608991,68.93759806,4.894493946,43.33213599
21,Hp,40.87924983,46.53522982,20.27573013,30.8357677,12.6370808,105.1582545,201.9507009,136.8785659,22.291421,205.1016859,66.14769963,2.642943979,41.77548057
22,Hp,64.79413265,58.71826307,26.3245671,34.72838187,32.44098288,98.77444262,196.7594652,146.8115971,30.47211759,193.369842,58.95418651,5.230357448,38.25132017
23,Hp,45.19992491,46.09634074,23.10026995,35.86582562,10.45293911,106.6367756,201.9634642,145.2182668,24.0289587,200.1641082,60.93540486,1.91551171,38.91986605
24,Hp,57.72539971,55.59249509,24.43630425,39.18946521,12.98877766,104.0739674,203.3621005,146.6172377,26.53265217,190.6182057,60.69046738,2.358009305,39.56102825
25,Hp,59.25099764,58.47558861,25.73770339,46.90167856,8.003513956,111.5969126,211.3393889,147.8921864,37.54913938,192.7334046,65.33862242,3.318441419,42.23604505
26,Hp,60.66723747,62.91190522,23.13724655,38.99323178,18.77957325,109.2234222,209.762143,155.7705723,40.5689466,199.3313508,64.88774611,4.754917439,44.98095493
27,Hp,65.06277144,67.33694854,16.39359801,31.22268427,17.64283683,95.29803728,195.6534988,140.4226771,38.58047577,176.6197693,56.60477638,4.066480993,42.39283627
28,Hp,45.11951107,58.04941085,22.40182246,32.29792295,15.2938773,102.4667835,211.0311619,149.9349882,42.30313322,206.5077886,66.20952958,5.877993385,45.44212179
29,Hp,15.47803377,17.36820425,13.11648388,11.97993214,12.42450397,21.71695623,42.83850737,30.15437107,10.59648905,53.4413301,21.18951875,3.91183741,18.42707682
30,Hp,16.29639965,19.53210087,12.6910475,12.55114394,11.13744837,24.64333059,48.83339913,32.75957326,13.27003141,58.10114104,20.07781549,3.567333843,19.40941514
